Customer_ID,Customer_Name,Segment
CS-11845,Cari Sayre,Corporate
MW-18220,Mitch Webber,Consumer
SF-20200,Sarah Foster,Consumer
RP-19390,Resi Pölking,Consumer
MR-17545,Mathew Reese,Home Office
CM-12715,Craig Molinari,Corporate
Dl-13600,Dorris liebe,Corporate
CD-12280,Christina DeMoss,Consumer
JF-15415,Jennifer Ferguson,Consumer
NP-18670,Nora Paige,Consumer
DG-13300,Deirdre Greer,Corporate
MM-17260,Magdelene Morse,Consumer
KB-16600,Ken Brennan,Corporate
TP-21415,Tom Prescott,Consumer
PO-19180,Philisse Overcash,Home Office
JD-16015,Joy Daniels,Consumer
AC-10615,Ann Chong,Corporate
SW-20755,Steven Ward,Corporate
BD-11770,Bryan Davis,Consumer
JC-15385,Jenna Caffey,Consumer
AG-10270,Alejandro Grove,Consumer
SM-20005,Sally Matthias,Consumer
SV-20935,Susan Vittorini,Consumer
JP-15460,Jennifer Patt,Corporate
RB-19705,Roger Barcio,Home Office
DJ-13630,Doug Jacobs,Consumer
TB-21595,Troy Blackwell,Consumer
CD-11980,Carol Darley,Consumer
JH-16180,Justin Hirsh,Consumer
TP-21565,Tracy Poddar,Corporate
NC-18625,Noah Childs,Corporate
JR-15670,Jim Radford,Consumer
BG-11695,Brooke Gillingham,Corporate
SC-20845,Sung Chung,Consumer
BT-11440,Bobby Trafton,Consumer
ML-18040,Michelle Lonsdale,Corporate
BF-11215,Benjamin Farhat,Home Office
VP-21730,Victor Preis,Home Office
GM-14455,Gary Mitchum,Home Office
MS-17980,Michael Stewart,Corporate
SC-20020,Sam Craven,Consumer
AR-10345,Alex Russell,Corporate
VT-21700,Valerie Takahito,Home Office
TH-21115,Thea Hudgings,Corporate
NC-18340,Nat Carroll,Consumer
GH-14485,Gene Hale,Corporate
EN-13780,Edward Nazzal,Consumer
AB-10150,Aimee Bixby,Consumer
RB-19330,Randy Bradley,Consumer
SG-20890,Susan Gilcrest,Corporate
JS-15940,Joni Sundaresam,Home Office
GH-14665,Greg Hansen,Consumer
MO-17500,Mary O'Rourke,Consumer
SP-20545,Sibella Parks,Corporate
HE-14800,Harold Engle,Corporate
SW-20350,Sean Wendt,Home Office
CR-12730,Craig Reiter,Consumer
DP-13165,David Philippe,Consumer
MG-17695,Maureen Gnade,Consumer
HD-14785,Harold Dahlen,Home Office
LD-16855,Lela Donovan,Corporate
TA-21385,Tom Ashbrook,Home Office
DK-13150,David Kendrick,Corporate
CR-12625,Corey Roper,Home Office
RK-19300,Ralph Kennedy,Consumer
BE-11455,Brad Eason,Home Office
RS-19870,Roy Skaria,Home Office
EL-13735,Ed Ludwig,Home Office
PB-19210,Phillip Breyer,Corporate
CJ-11875,Carl Jackson,Corporate
BT-11485,Brad Thomas,Home Office
BW-11065,Barry Weirich,Consumer
GP-14740,Guy Phonely,Corporate
TB-21055,Ted Butterfield,Consumer
SK-19990,Sally Knutson,Consumer
AS-10135,Adrian Shami,Home Office
RM-19750,Roland Murray,Consumer
SM-20905,Susan MacKendrick,Consumer
RE-19405,Ricardo Emerson,Consumer
TC-21145,Theresa Coyne,Corporate
